source	tweetId	label	instance	start	end	tweetText
lightTag	'501111304187170816'	severity or quantity	28	47	49	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
lightTag	'501111304187170816'	place name	India	107	112	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
lightTag	'501111304187170816'	place name	Rapti	11	16	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
lightTag	'501221302783729666'	place name	Uttarakhand, UP, Assam, Bihar	14	43	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
lightTag	'501221302783729666'	type of impact	displaced	51	60	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
lightTag	'501221302783729666'	location modifier	in	11	13	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
lightTag	'501221302783729666'	item affected	lakhs	45	50	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
lightTag	'501221302783729666'	place name	india	87	92	Flood fury in Uttarakhand, UP, Assam, Bihar; lakhs displaced http://t.co/C5hjVuYlbT.. #india
lightTag	'501335134100914176'	location modifier	in	46	48	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
lightTag	'501335134100914176'	severity or quantity	More than 11,000	66	82	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
lightTag	'501335134100914176'	severity or quantity	Scores	20	26	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
lightTag	'501335134100914176'	place name	Nepal and India	49	64	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
lightTag	'501335134100914176'	item affected	homes	83	88	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
lightTag	'501335134100914176'	type of impact	Killed	27	33	[New Y. Times. EUA] Scores Killed in Flooding in Nepal and India: More than 11,000 homes have bee... http://t.co/yzZLQ4N5zN vía J.A.M.V
lightTag	'501250929975656450'	severity or quantity	28 known	66	74	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	severity or quantity	60,000	81	87	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	severity or quantity	about 1,500	99	110	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	type of impact	dead	75	79	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	location modifier	in	34	36	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	place name	India's Uttar Pradesh area	38	64	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	item affected	villages	111	119	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	type of impact	evacuated	88	97	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501250929975656450'	type of impact	affected	120	128	RT @LS_Disasters: Floods continue in #India's Uttar Pradesh area: 28 known dead, 60,000 evacuated; about 1,500 villages affected.
lightTag	'501225745549500416'	type of impact	killed	51	57	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
lightTag	'501225745549500416'	place name	North India	31	42	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
lightTag	'501225745549500416'	location modifier	in	28	30	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
lightTag	'501225745549500416'	type of impact	affected	65	73	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
lightTag	'501225745549500416'	severity or quantity	Dozens	44	50	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
lightTag	'501225745549500416'	item affected	lakhs	59	64	New Video Added: Flood fury in North India: Dozens killed, lakhs affected - http://t.co/fkX5RTo4Sh #Watch, Publish, Share Videos - VidiVid
lightTag	'501350691102011392'	severity or quantity	180	10	13	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
lightTag	'501350691102011392'	item affected	homes	39	44	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
lightTag	'501350691102011392'	type of impact	dead	14	18	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
lightTag	'501350691102011392'	type of impact	wash away	29	38	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
lightTag	'501350691102011392'	location modifier	in	45	47	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
lightTag	'501350691102011392'	place name	Nepal, India	48	60	New post: 180 dead as floods wash away homes in Nepal, India - Daily Mail http://t.co/xsUPdNQUHe
lightTag	'501383229249953792'	item affected	people	10	16	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
lightTag	'501383229249953792'	severity or quantity	Dozens	0	6	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
lightTag	'501383229249953792'	type of impact	killed	27	33	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
lightTag	'501383229249953792'	place name	India	70	75	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
lightTag	'501383229249953792'	location modifier	in northern and eastern	46	69	Dozens of people have been killed in flooding in northern and eastern India, while the dea smartsensors.me http://t.co/mSyDqeBPzT
lightTag	'501263146967773184'	type of impact	dead	14	18	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
lightTag	'501263146967773184'	severity or quantity	Many	9	13	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
lightTag	'501263146967773184'	place name	Nepal and India	22	37	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
lightTag	'501263146967773184'	location modifier	in	19	21	Top News Many dead in Nepal and India floods http://t.co/fnTIUqBo77
lightTag	'498662367895748608'	place name	ODISHA INDIA	28	40	GOVT NOT DOING ENOUGH , SAY ODISHA INDIA VILLAGERS WHO LOST EVERYTHING IN FLOOD http://t.co/4he0Uzemgj
lightTag	'501342012029689856'	place name	India, Nepal	30	42	Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8
lightTag	'501342012029689856'	severity or quantity	Hundreds	0	8	Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8
lightTag	'501342012029689856'	type of impact	dead	9	13	Hundreds dead as monsoon hits India, Nepal - KPRC Houston http://t.co/UD05cTdbj8
lightTag	'498497828906213377'	place name	Odisha	70	76	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	location modifier	Across	63	69	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	item affected	Lakh	27	31	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	type of impact	Dead	18	22	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	severity or quantity	33	24	26	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	type of impact	Affected	32	40	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	severity or quantity	39	15	17	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'498497828906213377'	place name	India	9	14	#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay
lightTag	'501216715011653632'	type of impact	Death Toll	15	25	Monsoon Floods Death Toll In India And Nepal Continues To Grow: A boy rows a banana raft in a flood-affected a... http://t.co/GxoGZ1GMnE
lightTag	'501216715011653632'	place name	India And Nepal	29	44	Monsoon Floods Death Toll In India And Nepal Continues To Grow: A boy rows a banana raft in a flood-affected a... http://t.co/GxoGZ1GMnE
lightTag	'501216715011653632'	location modifier	In	26	28	Monsoon Floods Death Toll In India And Nepal Continues To Grow: A boy rows a banana raft in a flood-affected a... http://t.co/GxoGZ1GMnE
lightTag	'498903529873227777'	place name	India’s	72	79	RT @PharmaIQ: Fleeing India: What Will Make Clinical Trials Flood Back: India’s clinical trial industry has seen it ... http://t.co/2eixq4p…
lightTag	'498903529873227777'	place name	India	22	27	RT @PharmaIQ: Fleeing India: What Will Make Clinical Trials Flood Back: India’s clinical trial industry has seen it ... http://t.co/2eixq4p…
lightTag	'501318962530250752'	severity or quantity	Many	0	4	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
lightTag	'501318962530250752'	location modifier	in	10	12	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
lightTag	'501318962530250752'	place name	Nepal and India	13	28	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
lightTag	'501318962530250752'	type of impact	dead	5	9	Many dead in Nepal and India floods #AsiaNews http://t.co/OTsakTIzRw
lightTag	'501284055434788864'	type of impact	dead	21	25	#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz
lightTag	'501284055434788864'	severity or quantity	Hundreds	12	20	#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz
lightTag	'501284055434788864'	place name	India, Nepal	42	54	#ovii_starz Hundreds dead as monsoon hits India, Nepal:        http://t.co/6OeIwyhN2d #ovii_starz
lightTag	'501289411279982592'	place name	India, Nepal	30	42	NEWS &gt; Deadly monsoon hits India, Nepal http://t.co/SRZ7hhCEb2 #FF #F4F #FB100%
lightTag	'501121471960195072'	type of impact	Killed	21	27	#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW
lightTag	'501121471960195072'	severity or quantity	24	18	20	#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW
lightTag	'501121471960195072'	place name	India	73	78	#Informationnaija 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India trigg... http://t.co/ArBwhJoHAW
lightTag	'501349671327911937'	item affected	homes	29	34	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501349671327911937'	type of impact	wash away	19	28	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501349671327911937'	place name	KATMANDU, Nepal	52	67	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501349671327911937'	place name	Nepal, India	38	50	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501349671327911937'	location modifier	in	35	37	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501349671327911937'	severity or quantity	180	0	3	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501349671327911937'	type of impact	dead	4	8	180 dead as floods wash away homes in Nepal, India: KATMANDU, Nepal (AP) — The death toll from three days of f... http://t.co/INDWIoV9bz
lightTag	'501307305837592576'	type of impact	kill	47	51	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
lightTag	'501307305837592576'	place name	Nepal	21	26	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
lightTag	'501307305837592576'	place name	India	57	62	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
lightTag	'501307305837592576'	severity or quantity	240	52	55	RT @MitKat_Advisory: Nepal: Floods, Landslides kill 240; India promises monetary aid. For details http://t.co/YB5bYgCQ6w
lightTag	'501340220428537858'	item affected	homes	77	82	(#Dime_Landy) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been dam... http://t.co/yXohQ9LEVM (#Dime_Landy)
